species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup
Adiantum_anceps,rbcL,MH019537,1309,Adiantum anceps Maxon & Morton,Adiantum anceps Maxon & C.V.Morton,2420087,FALSE
Adiantum_andicola,atpA,KU147243,1500,Adiantum andicola Liebm.,Adiantum andicola Liebm.,1498948,FALSE
Adiantum_andicola,rbcL,KU147272,1308,Adiantum andicola Liebm.,Adiantum andicola Liebm.,1498948,FALSE
Adiantum_aneitense,atpA,MH019321,1506,Adiantum aneitense Carruth.,Adiantum aneitense Carruth.,2420088,FALSE
Adiantum_aneitense,rbcL,MH019538,1292,Adiantum aneitense Carruth.,Adiantum aneitense Carruth.,2420088,FALSE
Adiantum_argutum,atpA,MH019322,1506,Adiantum argutum Splitg.,Adiantum argutum Splitg.,1481295,FALSE
Adiantum_argutum,rbcL,MH019539,1309,Adiantum argutum Splitg.,Adiantum argutum Splitg.,1481295,FALSE
Adiantum_atroviride,atpA,MH019324,1506,Adiantum atroviride Bostock,Adiantum atroviride Bostock,2420090,FALSE
Adiantum_atroviride,rbcL,MH019541,1309,Adiantum atroviride Bostock,Adiantum atroviride Bostock,2420090,FALSE
Adiantum_braunii,atpA,MH019326,1506,Adiantum braunii Mett. ex Kuhn,Adiantum braunii Mett. ex Kuhn,2420091,FALSE
Adiantum_braunii,rbcL,MH019543,1309,Adiantum braunii Mett. ex Kuhn,Adiantum braunii Mett. ex Kuhn,2420091,FALSE
Adiantum_cajennense,atpA,MH019327,1506,Adiantum cajennense Willd.,Adiantum cajennense Willd. ex Klotzsch,434435,FALSE
Adiantum_cajennense,rbcL,MH019544,1309,Adiantum cajennense Willd.,Adiantum cajennense Willd. ex Klotzsch,434435,FALSE
Adiantum_calcareum,atpA,MH019328,1500,Adiantum calcareum Gaertn.,Adiantum calcareum Gardner,2420092,FALSE
Adiantum_calcareum,rbcL,MH019545,1309,Adiantum calcareum Gaertn.,Adiantum calcareum Gardner,2420092,FALSE
Adiantum_camptorachis,atpA,KX524384,1742,"Adiantum camptorachis Sundue, J. Prado & A. R. Sm.","Adiantum camptorachis Sundue, J.Prado & A.R.Sm.",1932673,FALSE
Adiantum_camptorachis,rbcL,KX524180,1309,"Adiantum camptorachis Sundue, J. Prado & A. R. Sm.","Adiantum camptorachis Sundue, J.Prado & A.R.Sm.",1932673,FALSE
Adiantum_capillatum,rbcL,MH019546,1309,Adiantum capillatum A. R. Sm. & J. Prado,Adiantum capillatum A.R.Sm. & J.Prado,2420093,FALSE
Adiantum_capillus-junonis,atpA,JF937269,1748,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-junonis,atpB,JF935395,1265,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-junonis,matK,KJ605503,1273,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-junonis,rbcL,MH019547,1309,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-junonis,rps4,JF980578,571,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-junonis,rps4-trnS,JF980578,158,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-junonis,trnL-trnF,JF980662,907,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,FALSE
Adiantum_capillus-veneris,plastome,AY178864,66229,Adiantum capillus-veneris L.,Adiantum capillus-veneris L.,13818,FALSE
Adiantum_caudatum,atpA,JF937250,1745,Adiantum caudatum L.,Adiantum caudatum L.,1073774,FALSE
Adiantum_caudatum,atpB,JF935374,1265,Adiantum caudatum L.,Adiantum caudatum L.,1073774,FALSE
Adiantum_caudatum,rbcL,JF935297,1273,Adiantum caudatum L.,Adiantum caudatum L.,1073774,FALSE
Adiantum_caudatum,rps4,JF980559,571,Adiantum caudatum L.,Adiantum caudatum L.,1073774,FALSE
Adiantum_caudatum,rps4-trnS,JF980559,481,Adiantum caudatum L.,Adiantum caudatum L.,1073774,FALSE
Adiantum_caudatum,trnL-trnF,JF980642,923,Adiantum caudatum L.,Adiantum caudatum L.,1073774,FALSE
Adiantum_chienii,atpA,JF937256,1736,Adiantum chienii Ching,Adiantum chienii Ching,1073775,FALSE
Adiantum_chienii,atpB,JF935381,1261,Adiantum chienii Ching,Adiantum chienii Ching,1073775,FALSE
Adiantum_chienii,rbcL,JF935303,1260,Adiantum chienii Ching,Adiantum chienii Ching,1073775,FALSE
Adiantum_chienii,rps4,JF980565,571,Adiantum chienii Ching,Adiantum chienii Ching,1073775,FALSE
Adiantum_chienii,rps4-trnS,JF980565,489,Adiantum chienii Ching,Adiantum chienii Ching,1073775,FALSE
Adiantum_chienii,trnL-trnF,JF980649,930,Adiantum chienii Ching,Adiantum chienii Ching,1073775,FALSE
Adiantum_chilense,atpA,JF937291,1763,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,FALSE
Adiantum_chilense,atpB,JF935418,1265,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,FALSE
Adiantum_chilense,rbcL,JF935336,1251,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,FALSE
Adiantum_chilense,rps4,JF980602,571,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,FALSE
Adiantum_chilense,rps4-trnS,JF980602,543,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,FALSE
Adiantum_chilense,trnL-trnF,JF980681,837,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,FALSE
Adiantum_ciliatum,plastome,ON076014,66579,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,FALSE
Adiantum_cinnamomeum,atpA,MH019332,641,Adiantum cinnamomeum Lellinger & J. Prado,Adiantum cinnamomeum Lellinger & J.Prado,1481296,FALSE
Adiantum_cinnamomeum,rbcL,MH019550,1309,Adiantum cinnamomeum Lellinger & J. Prado,Adiantum cinnamomeum Lellinger & J.Prado,1481296,FALSE
Adiantum_comorense,atpA,MH019334,1506,Adiantum comorense (Tardieu) Verdc.,Adiantum comorense (Tardieu) Verdc.,2420095,FALSE
Adiantum_comorense,rbcL,MH019551,1292,Adiantum comorense (Tardieu) Verdc.,Adiantum comorense (Tardieu) Verdc.,2420095,FALSE
Adiantum_concinnum,atpA,KX524413,1742,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum concinnum Humb. & Bonpl. ex Willd.,1551579,FALSE
Adiantum_concinnum,rbcL,KX524209,1309,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum concinnum Humb. & Bonpl. ex Willd.,1551579,FALSE
Adiantum_cunninghamii,atpA,JF937306,1762,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,FALSE
Adiantum_cunninghamii,atpB,JF935433,1265,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,FALSE
Adiantum_cunninghamii,rbcL,JF935351,943,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,FALSE
Adiantum_cunninghamii,rps4,JF980617,571,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,FALSE
Adiantum_cunninghamii,rps4-trnS,JF980617,391,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,FALSE
Adiantum_cunninghamii,trnL-trnF,JF980696,873,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,FALSE
Adiantum_curvatum,atpA,MH019336,641,Adiantum curvatum Kaulf.,Adiantum curvatum Kaulf.,2420096,FALSE
Adiantum_curvatum,rbcL,MH019553,1309,Adiantum curvatum Kaulf.,Adiantum curvatum Kaulf.,2420096,FALSE
Adiantum_davidii,atpA,JF937265,1737,Adiantum davidii Franch.,Adiantum davidii Franch.,1073777,FALSE
Adiantum_davidii,atpB,JF935391,1258,Adiantum davidii Franch.,Adiantum davidii Franch.,1073777,FALSE
Adiantum_davidii,rbcL,JF935310,1268,Adiantum davidii Franch.,Adiantum davidii Franch.,1073777,FALSE
Adiantum_davidii,rps4,JF980574,571,Adiantum davidii Franch.,Adiantum davidii Franch.,1073777,FALSE
Adiantum_davidii,rps4-trnS,JF980574,545,Adiantum davidii Franch.,Adiantum davidii Franch.,1073777,FALSE
Adiantum_davidii,trnL-trnF,JF980659,914,Adiantum davidii Franch.,Adiantum davidii Franch.,1073777,FALSE
Adiantum_dawsonii,atpA,MH019338,685,Adiantum dawsonii Lellinger & J. Prado,Adiantum dawsonii Lellinger & J.Prado,2420097,FALSE
Adiantum_dawsonii,rbcL,MH019555,1304,Adiantum dawsonii Lellinger & J. Prado,Adiantum dawsonii Lellinger & J.Prado,2420097,FALSE
Adiantum_decoratum,atpA,MH019339,1440,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,FALSE
Adiantum_decoratum,atpB,MN781242,1134,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,FALSE
Adiantum_decoratum,rbcL,MH019556,1290,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,FALSE
Adiantum_decoratum,rps4,MN781366,531,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,FALSE
Adiantum_decoratum,rps4-trnS,MN781366,97,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,FALSE
Adiantum_deflectens,atpA,MH019340,1506,Adiantum deflectens Mart.,Adiantum deflectens Mart.,2420099,FALSE
Adiantum_deflectens,rbcL,MH019557,1309,Adiantum deflectens Mart.,Adiantum deflectens Mart.,2420099,FALSE
Adiantum_delicatulum,atpA,MH019341,1506,Adiantum delicatulum Mart.,Adiantum delicatulum Mart.,2420100,FALSE
Adiantum_delicatulum,rbcL,MH019558,1286,Adiantum delicatulum Mart.,Adiantum delicatulum Mart.,2420100,FALSE
Adiantum_deltoideum,atpA,MH019342,641,Adiantum deltoideum Sw.,Adiantum deltoideum Sw.,1979438,FALSE
Adiantum_deltoideum,rbcL,MH019559,1309,Adiantum deltoideum Sw.,Adiantum deltoideum Sw.,1979438,FALSE
Adiantum_deltoideum,trnL-trnF,KY934392,822,Adiantum deltoideum Sw.,Adiantum deltoideum Sw.,1979438,FALSE
Adiantum_dentatum,atpA,KY382689,1739,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_dentatum,atpB,KY429056,1244,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_dentatum,matK,KY461657,915,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_dentatum,rbcL,KY450801,1240,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_dentatum,rps4,KY450961,571,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_dentatum,rps4-trnS,KY450955,485,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_dentatum,trnL-trnF,KY450884,906,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,FALSE
Adiantum_diaphanum,atpA,JF937312,1752,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,FALSE
Adiantum_diaphanum,atpB,JF935439,1265,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,FALSE
Adiantum_diaphanum,rbcL,KX524164,1309,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,FALSE
Adiantum_diaphanum,rps4,JF980623,571,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,FALSE
Adiantum_diaphanum,rps4-trnS,JF980623,349,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,FALSE
Adiantum_diaphanum,trnL-trnF,LC004385,926,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,FALSE
Adiantum_digitatum,atpA,MH019343,1506,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,FALSE
Adiantum_digitatum,rbcL,MH019561,1309,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,FALSE
Adiantum_digitatum,rps4,KU147307,600,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,FALSE
Adiantum_digitatum,rps4-trnS,KU147307,99,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,FALSE
Adiantum_diogoanum,rbcL,KJ628557,1265,Adiantum diogoanum Glaz. ex Baker,Adiantum diogoanum Glaz. ex Baker,1481297,FALSE
Adiantum_discolor,atpA,MH019344,641,Adiantum discolor J. Prado,Adiantum discolor J.Prado,2420101,FALSE
Adiantum_discolor,rbcL,MH019562,1289,Adiantum discolor J. Prado,Adiantum discolor J.Prado,2420101,FALSE
Adiantum_dolosum,atpA,MH019345,1506,Adiantum dolosum Kunze,Adiantum dolosum Kunze,1481298,FALSE
Adiantum_dolosum,rbcL,MH019563,1309,Adiantum dolosum Kunze,Adiantum dolosum Kunze,1481298,FALSE
Adiantum_edgeworthii,atpA,KP637178,1739,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_edgeworthii,atpB,KP637193,1253,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_edgeworthii,matK,KJ605512,1249,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_edgeworthii,rbcL,MH019565,1309,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_edgeworthii,rps4,KP637244,571,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_edgeworthii,rps4-trnS,KP637244,171,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_edgeworthii,trnL-trnF,LC004387,839,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,FALSE
Adiantum_erythrochlamys,rbcL,MH019566,1292,Adiantum erythrochlamys Diels,Adiantum erythrochlamys Diels,1883113,FALSE
Adiantum_excisum,atpA,JF937292,1763,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,FALSE
Adiantum_excisum,atpB,JF935419,1265,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,FALSE
Adiantum_excisum,rbcL,JF935337,1194,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,FALSE
Adiantum_excisum,rps4,JF980603,571,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,FALSE
Adiantum_excisum,rps4-trnS,JF980603,544,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,FALSE
Adiantum_excisum,trnL-trnF,JF980682,863,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,FALSE
Adiantum_feei,rbcL,MH019567,607,Adiantum feei T. Moore,Adiantum feei T.Moore ex Fee,2420102,FALSE
Adiantum_fengianum,atpA,JF937262,1745,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,FALSE
Adiantum_fengianum,atpB,JF935388,1265,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,FALSE
Adiantum_fengianum,rbcL,MH019568,1309,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,FALSE
Adiantum_fengianum,rps4,JF980571,571,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,FALSE
Adiantum_fengianum,rps4-trnS,JF980571,483,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,FALSE
Adiantum_fengianum,trnL-trnF,JF980656,916,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,FALSE
Adiantum_flabellulatum,plastome,ON113047,67318,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,FALSE
Adiantum_formosanum,atpA,MH019350,1506,Adiantum formosanum Tagawa,Adiantum formosanum Tagawa,1073785,FALSE
Adiantum_formosanum,rbcL,MH019571,1309,Adiantum formosanum Tagawa,Adiantum formosanum Tagawa,1073785,FALSE
Adiantum_formosum,atpA,KX524373,1741,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,FALSE
Adiantum_formosum,atpB,KC984442,1286,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,FALSE
Adiantum_formosum,rbcL,KC984520,1352,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,FALSE
Adiantum_formosum,rps4,KU147309,600,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,FALSE
Adiantum_formosum,rps4-trnS,JF980618,528,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,FALSE
Adiantum_formosum,trnL-trnF,JF980697,930,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,FALSE
Adiantum_fournieri,atpA,KX524374,1720,Adiantum fournieri Copel.,Adiantum fournieri Copel.,1932674,FALSE
Adiantum_fournieri,rbcL,MH019572,1292,Adiantum fournieri Copel.,Adiantum fournieri Copel.,1932674,FALSE
Adiantum_fragile,atpA,MH019352,1506,Adiantum fragile Sw.,Adiantum fragile Sw.,1979439,FALSE
Adiantum_fragile,rbcL,MH019573,1271,Adiantum fragile Sw.,Adiantum fragile Sw.,1979439,FALSE
Adiantum_fuliginosum,atpA,MH019353,1484,Adiantum fuliginosum Fée,Adiantum fuliginosum Fee,2420104,FALSE
Adiantum_fuliginosum,rbcL,MH019574,1309,Adiantum fuliginosum Fée,Adiantum fuliginosum Fee,2420104,FALSE
Adiantum_fulvum,atpA,JF937308,1762,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,FALSE
Adiantum_fulvum,atpB,JF935435,1265,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,FALSE
Adiantum_fulvum,rbcL,JF935353,943,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,FALSE
Adiantum_fulvum,rps4,JF980619,571,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,FALSE
Adiantum_fulvum,rps4-trnS,JF980619,386,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,FALSE
Adiantum_fulvum,trnL-trnF,JF980698,873,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,FALSE
Adiantum_galeottianum,atpA,KX524401,1720,Adiantum galeottianum Hook.,Adiantum galeottianum Hook.,1932675,FALSE
Adiantum_galeottianum,rbcL,KX524197,1292,Adiantum galeottianum Hook.,Adiantum galeottianum Hook.,1932675,FALSE
Adiantum_gertrudis,rbcL,MH019575,607,Adiantum gertrudis Espinosa,Adiantum gertrudis Espinosa,1932676,FALSE
Adiantum_glabrum,rbcL,MH019576,1309,Adiantum glabrum Copel.,Adiantum glabrum Copel.,2420105,FALSE
Adiantum_glaucescens,atpA,MH019354,1506,Adiantum glaucescens Klotzsch,Adiantum glaucescens Klotzsch,1481300,FALSE
Adiantum_glaucescens,rbcL,MH019577,1309,Adiantum glaucescens Klotzsch,Adiantum glaucescens Klotzsch,1481300,FALSE
Adiantum_gracile,atpA,MH019355,1453,Adiantum gracile Fée,Adiantum gracile Fee,2420106,FALSE
Adiantum_gracile,rbcL,MH019578,1309,Adiantum gracile Fée,Adiantum gracile Fee,2420106,FALSE
Adiantum_gravesii,atpA,KY382729,1739,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_gravesii,atpB,KY429095,1244,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_gravesii,matK,KY461708,915,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_gravesii,rbcL,KY450871,1240,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_gravesii,rps4,KY451001,571,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_gravesii,rps4-trnS,KY451001,461,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_gravesii,trnL-trnF,KY450945,887,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,FALSE
Adiantum_henslovianum,atpA,KX524418,1738,Adiantum henslovianum Hook. fil.,Adiantum henslovianum Hook.f.,1932678,FALSE
Adiantum_henslovianum,rbcL,KX524214,1309,Adiantum henslovianum Hook. fil.,Adiantum henslovianum Hook.f.,1932678,FALSE
Adiantum_hirsutum,rbcL,KF992410,1263,Adiantum hirsutum Bory,Adiantum hirsutum Bory,1521192,FALSE
Adiantum_hispidulum,plastome,LT615217,67008,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,FALSE
Adiantum_hornei,rbcL,MH019581,1309,Adiantum hornei Baker,Adiantum hornei Baker,2420107,FALSE
Adiantum_hosei,atpA,MH019358,641,Adiantum hosei Baker,Adiantum hosei Baker,2420108,FALSE
Adiantum_hosei,rbcL,MH019582,1292,Adiantum hosei Baker,Adiantum hosei Baker,2420108,FALSE
Adiantum_humile,atpA,MH019359,1506,Adiantum humile Kunze,Adiantum humile Kunze,1481301,FALSE
Adiantum_humile,rbcL,MH019583,1309,Adiantum humile Kunze,Adiantum humile Kunze,1481301,FALSE
Adiantum_incisum,plastome,MT130585,66735,Adiantum incisum subsp. incisum,Adiantum sinicum Ching,1073797,FALSE
Adiantum_induratum,atpA,JF937263,1749,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,FALSE
Adiantum_induratum,atpB,JF935389,1265,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,FALSE
Adiantum_induratum,rbcL,JF935309,1255,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,FALSE
Adiantum_induratum,rps4,JF980572,571,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,FALSE
Adiantum_induratum,rps4-trnS,JF980572,421,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,FALSE
Adiantum_induratum,trnL-trnF,JF980657,871,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,FALSE
Adiantum_intermedium,atpA,MH019362,760,Adiantum intermedium Sw.,Adiantum intermedium Sw.,2420109,FALSE
Adiantum_intermedium,rbcL,MH019586,1309,Adiantum intermedium Sw.,Adiantum intermedium Sw.,2420109,FALSE
Adiantum_isthmicum,rbcL,KJ628539,1295,Adiantum isthmicum B. Zimmer,Adiantum isthmicum B.Zimmer,1481302,FALSE
Adiantum_jordanii,atpA,JF937303,1757,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,FALSE
Adiantum_jordanii,atpB,JF935430,1265,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,FALSE
Adiantum_jordanii,rbcL,JF935348,1273,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,FALSE
Adiantum_jordanii,rps4,JF980614,577,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,FALSE
Adiantum_jordanii,rps4-trnS,JF980614,207,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,FALSE
Adiantum_jordanii,trnL-trnF,JF980693,872,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,FALSE
Adiantum_juxtapositum,atpA,KY382674,1739,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_juxtapositum,atpB,KY429043,1244,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_juxtapositum,matK,KY461649,918,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_juxtapositum,rbcL,KY450803,1240,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_juxtapositum,rps4,KY450981,571,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_juxtapositum,rps4-trnS,KY450981,491,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_juxtapositum,trnL-trnF,KY450888,895,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,FALSE
Adiantum_krameri,atpA,MH019364,1484,Adiantum krameri B. Zimmer,Adiantum krameri B.Zimmer,2420110,FALSE
Adiantum_krameri,rbcL,MH019588,1309,Adiantum krameri B. Zimmer,Adiantum krameri B.Zimmer,2420110,FALSE
Adiantum_latifolium,atpA,MH019365,1225,Adiantum latifolium Lam.,Adiantum latifolium Lam.,434437,FALSE
Adiantum_latifolium,rbcL,MH019589,1292,Adiantum latifolium Lam.,Adiantum latifolium Lam.,434437,FALSE
Adiantum_leprieurii,atpA,MH019366,1506,Adiantum leprieurii Hook.,Adiantum leprieurii Hook.,1481303,FALSE
Adiantum_leprieurii,rbcL,MH019590,1309,Adiantum leprieurii Hook.,Adiantum leprieurii Hook.,1481303,FALSE
Adiantum_lianxianense,atpA,JF937255,1740,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,FALSE
Adiantum_lianxianense,atpB,JF935380,1265,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,FALSE
Adiantum_lianxianense,rbcL,JF935302,1268,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,FALSE
Adiantum_lianxianense,rps4,JF980564,571,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,FALSE
Adiantum_lianxianense,rps4-trnS,JF980564,167,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,FALSE
